label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
down,0.6002479195594788,0.4332677721977234,-0.0066370978020131,0.9999487400054932,0.6507589817047119,0.5177868604660034,0.0416322275996208,0.994121253490448,0.5717114806175232,0.531406581401825,0.1314719766378402,0.9997262358665466,0.6640097498893738,0.713961124420166,-0.039106048643589,0.9998181462287904,0.6168596148490906,0.7197848558425903,0.0390030518174171,0.999850869178772,0.651599645614624,0.6576836109161377,-0.3000383079051971,0.997282326221466,0.5416013598442078,0.6472766399383545,-0.1330116838216781,0.9764618277549744,0.659327507019043,0.8366073966026306,-0.2945494353771209,0.9942190051078796,0.5751433372497559,0.8143801689147949,-0.1579361855983734,0.9662699699401855
down,0.6001601815223694,0.4498942196369171,-0.0086151296272873,0.9999659061431884,0.6511270999908447,0.5353325009346008,0.0362401641905307,0.9944323897361756,0.5714563727378845,0.5428983569145203,0.125547394156456,0.9997546672821044,0.6613675951957703,0.7303608655929565,-0.0347209312021732,0.999833881855011,0.6132867932319641,0.7325950264930725,0.0345752872526645,0.999864935874939,0.6528904438018799,0.6550553441047668,-0.2790440618991852,0.9969154596328736,0.5414556860923767,0.6457728743553162,-0.1155950352549552,0.9742037653923036,0.659567654132843,0.831230878829956,-0.279600977897644,0.9934305548667908,0.576559841632843,0.8129889369010925,-0.1352348774671554,0.959161639213562
down,0.5994252562522888,0.4662337601184845,-0.0476364828646183,0.9999574422836304,0.6514641642570496,0.5505109429359436,-0.0217221677303314,0.9942649006843568,0.571824312210083,0.553666353225708,0.0697773545980453,0.9996816515922546,0.6595873832702637,0.7457762360572815,-0.0303400382399559,0.9998191595077516,0.6117580533027649,0.7459746599197388,0.0302373822778463,0.999855101108551,0.652913510799408,0.6512044072151184,-0.25172159075737,0.9932212829589844,0.5449762344360352,0.6398488283157349,-0.0841281488537788,0.9491083025932312,0.6590437889099121,0.828410267829895,-0.2020850181579589,0.98735374212265,0.5759490132331848,0.8133624196052551,-0.0535493306815624,0.9287645220756532
down,0.5973824262619019,0.4857789576053619,-0.0579939037561416,0.9999264478683472,0.6513857841491699,0.5710488557815552,-0.0232676416635513,0.9948479533195496,0.5723788142204285,0.5658112168312073,0.0575339384377002,0.9996633529663086,0.6577529907226562,0.767240047454834,-0.0268218908458948,0.9998030066490172,0.611603319644928,0.7626796364784241,0.0267206374555826,0.9998452067375184,0.6525338292121887,0.6399559378623962,-0.2016424983739853,0.9888848662376404,0.5494203567504883,0.6272704005241394,-0.0695313885807991,0.9217246174812316,0.6584547162055969,0.8323190212249756,-0.1683582663536071,0.9825992584228516,0.5765112042427063,0.8132858872413635,-0.0587351359426975,0.904242217540741
down,0.5944737792015076,0.4385859072208404,-0.0412611067295074,0.9999310374259948,0.6506567597389221,0.5189083218574524,-0.0032512389589101,0.993209183216095,0.5712407827377319,0.531838595867157,0.1076798364520073,0.999711275100708,0.6645483374595642,0.7130382061004639,-0.0425287745893001,0.9997739195823668,0.6174163818359375,0.720747709274292,0.0424546934664249,0.9998089671134948,0.6459527611732483,0.6602826118469238,-0.3009255826473236,0.9966939687728882,0.54390949010849,0.6578105092048645,-0.1196394860744476,0.969357967376709,0.6585650444030762,0.8366435170173645,-0.2745955884456634,0.9940459728240968,0.5761440396308899,0.8150932788848877,-0.1179503425955772,0.9657703042030334
down,0.5953201651573181,0.4566311538219452,-0.0227803979068994,0.9999489188194276,0.6502017378807068,0.5338097810745239,0.0101461168378591,0.9941433072090148,0.5699554681777954,0.5442804098129272,0.1172439828515052,0.9997543096542358,0.6640844345092773,0.7305836081504822,-0.0422627292573452,0.9997823238372804,0.616104006767273,0.7355939149856567,0.0421585030853748,0.9998185038566588,0.6459189057350159,0.6588965654373169,-0.295963853597641,0.9964523911476136,0.5443522334098816,0.6559942960739136,-0.1058348640799522,0.9645683765411376,0.658288300037384,0.8338785767555237,-0.2728110253810882,0.9937082529067992,0.5774680376052856,0.8144504427909851,-0.112500362098217,0.954940676689148
down,0.5976322889328003,0.4697242975234985,-0.0714389905333519,0.999936580657959,0.6505117416381836,0.5478046536445618,-0.0386322699487209,0.9942446947097778,0.5698063969612122,0.5514077544212341,0.0555691234767437,0.9997186064720154,0.6606863141059875,0.744458794593811,-0.0335133820772171,0.9997808337211608,0.6122733354568481,0.7464511394500732,0.0334143154323101,0.9998106956481934,0.6464826464653015,0.6573759913444519,-0.2610367238521576,0.9934301376342772,0.5466893315315247,0.645849347114563,-0.0815357640385627,0.9427987933158876,0.6577693819999695,0.8295738101005554,-0.1921466141939163,0.9895225167274476,0.5768082737922668,0.8153229355812073,-0.0275552999228239,0.9305484294891356
down,0.5976683497428894,0.4877021610736847,-0.0771090164780616,0.9999030828475952,0.6508461833000183,0.5696297287940979,-0.0433970354497432,0.9959014058113098,0.5714689493179321,0.5617452263832092,0.0517292879521846,0.9997216463088988,0.6596284508705139,0.7679421305656433,-0.0328441075980663,0.999791979789734,0.6120768189430237,0.7640143632888794,0.0327225513756275,0.9998161792755128,0.6330563426017761,0.6567481756210327,-0.1945067048072815,0.989372193813324,0.5506852269172668,0.6408833265304565,-0.0325171910226345,0.8968266844749451,0.6570832133293152,0.8282434940338135,-0.1243982389569282,0.9851444363594056,0.5769807696342468,0.8148857951164246,-0.0027725601103156,0.8969808220863342
down,0.5965568423271179,0.3808760046958923,-0.1164848729968071,0.9998933672904968,0.6530297994613647,0.4703098833560943,-0.0656035393476486,0.9935203194618224,0.5738552212715149,0.4843710660934448,0.0524931289255619,0.9997392892837524,0.6666368246078491,0.6686894297599792,-0.0455977320671081,0.9996531009674072,0.620817244052887,0.6721178889274597,0.0455213636159896,0.9997601509094238,0.6452292203903198,0.645381510257721,-0.3317632377147674,0.9945817589759828,0.5453870892524719,0.6567829847335815,-0.1487692147493362,0.9695574045181274,0.6585541367530823,0.829492449760437,-0.238035574555397,0.990495264530182,0.5753834843635559,0.8144679069519043,-0.0752247869968414,0.9653691053390504
down,0.5992352366447449,0.4322130978107452,-0.0647675767540931,0.9999083280563354,0.6531440615653992,0.5185749530792236,-0.0194434523582458,0.9933645129203796,0.572060227394104,0.5272294878959656,0.0915969833731651,0.9997111558914183,0.6659867167472839,0.7108365297317505,-0.0432045608758926,0.9998043179512024,0.6191833019256592,0.7162757515907288,0.0431354232132434,0.9998339414596558,0.6464665532112122,0.6620951294898987,-0.3091813325881958,0.9954552054405212,0.5485939383506775,0.6550650000572205,-0.1180931404232978,0.9582663774490356,0.659077525138855,0.834980845451355,-0.2508269250392914,0.992414116859436,0.5765758156776428,0.8155282139778137,-0.0904166772961616,0.958561360836029
down,0.5993577837944031,0.4473173320293426,-0.0673410072922706,0.9999210834503174,0.6528039574623108,0.5316962599754333,-0.0210419129580259,0.9939727187156676,0.5684817433357239,0.5393500328063965,0.0855804607272148,0.9997512102127076,0.6631659269332886,0.7230743169784546,-0.0420215465128421,0.999794900417328,0.6154109239578247,0.7290940880775452,0.0419322364032268,0.9998233914375304,0.6461976766586304,0.6655728220939636,-0.3125242888927459,0.9949819445610046,0.5504572987556458,0.6545963883399963,-0.1199021339416503,0.9517775177955629,0.6584206223487854,0.8340644240379333,-0.2433918267488479,0.9918241500854492,0.5772479176521301,0.815174400806427,-0.0798687487840652,0.948958694934845
down,0.5988876819610596,0.4731799662113189,-0.092897392809391,0.9998998045921326,0.6515924334526062,0.5601344108581543,-0.0519668646156787,0.9944712519645692,0.5683081746101379,0.5601466298103333,0.0398076698184013,0.9997503757476808,0.6597151160240173,0.7530809044837952,-0.0335418917238712,0.9997751116752625,0.6121786236763,0.7548485994338989,0.0334668643772602,0.9998109340667723,0.6429424285888672,0.6606956720352173,-0.2480079531669616,0.991483747959137,0.549898087978363,0.6511916518211365,-0.0790736749768257,0.9244624376296996,0.6582581400871277,0.8278369307518005,-0.1386726647615432,0.986983835697174,0.5779497623443604,0.8177341222763062,-0.001377675216645,0.9258263111114502
down,0.5971962809562683,0.4713177978992462,-0.0644201636314392,0.9999495148658752,0.6527693271636963,0.5566206574440002,-0.0362975560128688,0.9950287342071532,0.5703604817390442,0.5593567490577698,0.0693704709410667,0.9998081922531128,0.6622140407562256,0.7495730519294739,-0.0382077060639858,0.9998123645782472,0.6147921085357666,0.7517947554588318,0.0380978882312774,0.9998385906219482,0.6424354910850525,0.6551477909088135,-0.2613660395145416,0.9928804636001588,0.5490688681602478,0.653216540813446,-0.0762050226330757,0.9334458112716676,0.6579225659370422,0.8277393579483032,-0.1701897978782653,0.9893473982810974,0.5781309008598328,0.8174828290939331,-0.0235738065093755,0.9316778182983398
down,0.5940633416175842,0.3869087994098663,-0.1466708779335022,0.9999585747718812,0.6528505086898804,0.4753060042858124,-0.0896365419030189,0.9967862367630004,0.5732676386833191,0.4809154570102691,0.0434102080762386,0.9998134970664978,0.6687708497047424,0.6649565696716309,-0.0496633797883987,0.9996747970581056,0.6245633959770203,0.666893720626831,0.049571618437767,0.9997515082359314,0.6388466954231262,0.6529528498649597,-0.3362237215042114,0.9950918555259703,0.5478488802909851,0.6573424935340881,-0.1331837773323059,0.9679015874862672,0.6581593155860901,0.8298994898796082,-0.2443923503160476,0.9919397234916688,0.5762596130371094,0.8159628510475159,-0.0598125904798507,0.967648148536682
