label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
up,0.5546475052833557,0.18270911276340485,-0.32873108983039856,0.9996946454048157,0.5884076356887817,0.22755800187587738,-0.09932763129472733,0.9990105032920837,0.520108163356781,0.24077285826206207,-0.07969296723604202,0.9974878430366516,0.5709598660469055,0.42633116245269775,-0.003355634631589055,0.998746395111084,0.5260106921195984,0.4182453751564026,0.0034273851197212934,0.9983792304992676,0.589461624622345,0.5928996205329895,-0.040650200098752975,0.9838094115257263,0.5028082132339478,0.5686224699020386,-0.023782318457961082,0.9895371794700623,0.6071063876152039,0.7384834289550781,0.07622390240430832,0.9891232848167419,0.4746759831905365,0.7292912602424622,0.08317246288061142,0.9891018271446228
up,0.5559464693069458,0.18477287888526917,-0.32647815346717834,0.99977046251297,0.5945828557014465,0.22207802534103394,-0.09631016850471497,0.9994267821311951,0.5239099860191345,0.2390386015176773,-0.07811139523983002,0.9978357553482056,0.5774255394935608,0.4205867648124695,-0.005456371698528528,0.9990084767341614,0.5321360230445862,0.41651126742362976,0.005549995228648186,0.998411238193512,0.5913475751876831,0.5913706421852112,-0.04684239625930786,0.9881744384765625,0.5056435465812683,0.5820023417472839,-0.018690364435315132,0.9924059510231018,0.6066394448280334,0.7403480410575867,0.07735047489404678,0.9919277429580688,0.47957155108451843,0.7300215363502502,0.09071215987205505,0.9921021461486816
up,0.534838080406189,0.17429965734481812,-0.34324464201927185,0.999820351600647,0.5709746479988098,0.22093629837036133,-0.1105351522564888,0.9997751116752625,0.49680936336517334,0.23415833711624146,-0.11343228816986084,0.998405396938324,0.5582239031791687,0.39936086535453796,-0.00830779131501913,0.9993770122528076,0.5106179118156433,0.40381914377212524,0.008442177437245846,0.9990309476852417,0.5758029818534851,0.5682517290115356,-0.0602550208568573,0.9909414052963257,0.47714170813560486,0.5247536301612854,-0.12254912406206131,0.9938275814056396,0.6126878261566162,0.7266190648078918,0.04918524622917175,0.9926173090934753,0.4808690547943115,0.7342255711555481,0.01709234155714512,0.9938766360282898
up,0.5473117232322693,0.1791926771402359,-0.15752635896205902,0.9997615218162537,0.5828359723091125,0.230064257979393,0.01705094240605831,0.9998893737792969,0.5126243233680725,0.24562987685203552,0.048684459179639816,0.9987390637397766,0.5704532265663147,0.42555785179138184,-0.001854317612014711,0.999641478061676,0.529001772403717,0.42759937047958374,0.002113435184583068,0.9992015957832336,0.5879970788955688,0.5736887454986572,-0.05354082211852074,0.9901765584945679,0.5124756693840027,0.583160936832428,-0.032509561628103256,0.990807294845581,0.6077778935432434,0.7358919978141785,0.046554725617170334,0.9886946678161621,0.4856243431568146,0.7283427715301514,0.08530699461698532,0.9877546429634094
up,0.5444014668464661,0.1765713393688202,-0.158441424369812,0.9997134804725647,0.5819060206413269,0.22890831530094147,0.021926388144493103,0.9999275207519531,0.5116682648658752,0.24074678122997284,0.06504037976264954,0.9989324808120728,0.5678431391716003,0.42421892285346985,0.00013763493916485459,0.9996590614318848,0.5266817212104797,0.42491915822029114,0.00013709699851460755,0.9992250204086304,0.5848037004470825,0.572518527507782,-0.038259346038103104,0.9879299402236938,0.5069218873977661,0.5620710849761963,-0.10629647970199585,0.9898613095283508,0.6078211665153503,0.7366064786911011,0.060243844985961914,0.9864861369132996,0.48687589168548584,0.725784182548523,0.012798510491847992,0.9851476550102234
up,0.5417342782020569,0.17597882449626923,-0.16663037240505219,0.9997465014457703,0.5795217156410217,0.22896291315555573,0.0176581721752882,0.9999452233314514,0.5088152885437012,0.2391868233680725,0.034967947751283646,0.9990352392196655,0.5640654563903809,0.42494335770606995,0.004718466196209192,0.9996903538703918,0.5228572487831116,0.42346861958503723,-0.00450427271425724,0.9993306994438171,0.5801007151603699,0.5697181224822998,-0.023945169523358345,0.9869553446769714,0.5008807182312012,0.5784241557121277,-0.06081158295273781,0.9908872842788696,0.6033518314361572,0.7352653741836548,0.0764947161078453,0.9870538115501404,0.4843406677246094,0.7292056679725647,0.05263565480709076,0.987809956073761
up,0.5428149104118347,0.17938293516635895,-0.12132763862609863,0.999867856502533,0.5806005597114563,0.23337620496749878,0.05018186941742897,0.9999614953994751,0.5061798691749573,0.2391781061887741,0.05479253828525543,0.9993727207183838,0.5642374753952026,0.43021541833877563,-0.0006486017373390496,0.9997642040252686,0.5193068981170654,0.42952728271484375,0.0007024204242043197,0.9995080828666687,0.5858913660049438,0.5912021994590759,-0.0068284012377262115,0.9916094541549683,0.5015207529067993,0.5910950899124146,-0.010283478535711765,0.9932312965393066,0.6058134436607361,0.7371256947517395,0.09762991219758987,0.9913864135742188,0.4835209548473358,0.7379478812217712,0.10046101361513138,0.9920955300331116
up,0.5470544695854187,0.18403717875480652,-0.3950343132019043,0.9999959468841553,0.5851514935493469,0.2265205979347229,-0.16705818474292755,0.9999932646751404,0.507108211517334,0.23400594294071198,-0.16251806914806366,0.9999872446060181,0.5643360018730164,0.4218001067638397,0.0031577032059431076,0.99986332654953,0.5194265842437744,0.41937828063964844,-0.0033083176240324974,0.999880850315094,0.5855405330657959,0.5857489705085754,-0.03146153688430786,0.9958307147026062,0.5036181807518005,0.5875799059867859,-0.02182583510875702,0.9971267580986023,0.6061277985572815,0.7401894330978394,0.07013413310050964,0.995448648929596,0.48350968956947327,0.7423992156982422,0.07711948454380035,0.9975045323371887
up,0.5469539761543274,0.18331152200698853,-0.3872775137424469,0.9999969005584717,0.5848730802536011,0.2272397130727768,-0.1601887345314026,0.9999937415122986,0.507807731628418,0.23394034802913666,-0.1600056290626526,0.9999898672103882,0.5644392371177673,0.42024606466293335,0.0023618710692971945,0.9998568296432495,0.5199942588806152,0.41860201954841614,-0.0025091543793678284,0.9998711347579956,0.5855559706687927,0.5846720337867737,-0.03262755647301674,0.9960135221481323,0.5035389065742493,0.5879185199737549,-0.0239002276211977,0.9969743490219116,0.6061421036720276,0.739896297454834,0.06260664016008377,0.9960264563560486,0.48338112235069275,0.7423539757728577,0.0676208883523941,0.99733567237854
up,0.5468401312828064,0.18164680898189545,-0.3862689435482025,0.9999975562095642,0.5847123265266418,0.23134596645832062,-0.16503597795963287,0.9999931454658508,0.5079144239425659,0.2387971132993698,-0.16056257486343384,0.999991238117218,0.5633748173713684,0.42278480529785156,0.0013296486577019095,0.9998602867126465,0.519726037979126,0.41961991786956787,-0.00147209782153368,0.9998765587806702,0.5855461359024048,0.5849491953849792,-0.034312982112169266,0.9960399866104126,0.5040759444236755,0.5876959562301636,-0.02203199826180935,0.9969037771224976,0.6060840487480164,0.7395538091659546,0.05695905163884163,0.9963074922561646,0.48331210017204285,0.7424068450927734,0.06746713072061539,0.9972625970840454
up,0.5469700694084167,0.2112036943435669,-0.41466283798217773,0.9999980330467224,0.5839427709579468,0.2560906410217285,-0.18967778980731964,0.9999931454658508,0.5078615546226501,0.259149968624115,-0.1909855455160141,0.9999922513961792,0.5608989000320435,0.4411424696445465,0.001747824135236442,0.9998729825019836,0.5180291533470154,0.4361311197280884,-0.001877860282547772,0.9998890161514282,0.5851013660430908,0.5936199426651001,-0.030609704554080963,0.9966641068458557,0.4995059072971344,0.5912580490112305,-0.014750837348401546,0.9973816871643066,0.6060189604759216,0.7386144995689392,0.08001471310853958,0.9969441890716553,0.48279544711112976,0.7420113682746887,0.09432688355445862,0.9976130723953247
up,0.5436812043190002,0.1783357560634613,-0.39023613929748535,0.9999966621398926,0.583136260509491,0.22924667596817017,-0.16724924743175507,0.9999900460243225,0.5053725838661194,0.24197235703468323,-0.16302651166915894,0.9999899864196777,0.5636599659919739,0.42338278889656067,0.0011604722822085023,0.9998823404312134,0.5190903544425964,0.42171016335487366,-0.001303151249885559,0.99990314245224,0.5845232605934143,0.5857882499694824,-0.03470006212592125,0.9967947006225586,0.5036625266075134,0.5894293785095215,-0.019631974399089813,0.9973007440567017,0.6064659953117371,0.7398774027824402,0.06836602836847305,0.9966573715209961,0.4821467399597168,0.7419661283493042,0.08044067025184631,0.9976899027824402
up,0.5440674424171448,0.18115712702274323,-0.39322105050086975,0.9999978542327881,0.5835844278335571,0.2300950139760971,-0.1679113507270813,0.9999923706054688,0.5059405565261841,0.24297867715358734,-0.1667342185974121,0.9999920725822449,0.5638247132301331,0.42605865001678467,0.001676561194472015,0.9998809695243835,0.519704282283783,0.42382240295410156,-0.0017959469696506858,0.9998925924301147,0.5854105353355408,0.5860938429832458,-0.032399434596300125,0.9965338706970215,0.5047679543495178,0.5887170433998108,-0.022083276882767677,0.9970801472663879,0.6060731410980225,0.7397624850273132,0.058065611869096756,0.9968163371086121,0.48270902037620544,0.7418769001960754,0.06915191560983658,0.9972713589668274
up,0.544389009475708,0.18399809300899506,-0.4141153395175934,0.9999969601631165,0.5817558765411377,0.23381736874580383,-0.18259330093860626,0.9999803900718689,0.5045819878578186,0.2448824942111969,-0.18712939321994781,0.9999875426292419,0.5631414651870728,0.42369577288627625,0.0010761967860162258,0.9998789429664612,0.5195152163505554,0.42232680320739746,-0.0012135239085182548,0.999906599521637,0.5849730372428894,0.5844243764877319,-0.03540218994021416,0.9962528944015503,0.5039269328117371,0.5898275375366211,-0.021272851154208183,0.9966340065002441,0.6065651774406433,0.7399382591247559,0.05258111283183098,0.9955900311470032,0.48136624693870544,0.7423840761184692,0.06542704254388809,0.9974417686462402
up,0.5432663559913635,0.18107765913009644,-0.3814835548400879,0.9999974966049194,0.5814319252967834,0.23281222581863403,-0.1605634093284607,0.9999847412109375,0.5043210387229919,0.24119599163532257,-0.1622355878353119,0.9999895095825195,0.5629988312721252,0.422030508518219,0.0009652907610870898,0.9998751878738403,0.5194811224937439,0.42102736234664917,-0.001114638987928629,0.9998995065689087,0.5855897665023804,0.5840497016906738,-0.03314439579844475,0.9961143136024475,0.5046982169151306,0.5882178544998169,-0.023873180150985718,0.9963961839675903,0.60636967420578,0.7402568459510803,0.044822607189416885,0.9959803223609924,0.48143020272254944,0.7424349188804626,0.06022629141807556,0.9971277713775635
