label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
C,0.5472014546394348,0.30931928753852844,-0.13464520871639252,0.9955646991729736,0.4882350564002991,0.3384166657924652,0.13592450320720673,0.9908655881881714,0.48853254318237305,0.3393550217151642,-0.22654083371162415,0.9998624324798584,0.4373916685581207,0.6454735398292542,0.1162281408905983,0.9415127635002136,0.4430859088897705,0.6473233103752136,-0.11629382520914078,0.9714953899383545
C,0.5486287474632263,0.31111374497413635,-0.13553962111473083,0.9949602484703064,0.492794930934906,0.34140369296073914,0.13432751595973969,0.9901332855224609,0.4892875850200653,0.34002232551574707,-0.23109905421733856,0.9998690485954285,0.4395308792591095,0.6475743651390076,0.11664573103189468,0.9442315101623535,0.4438021779060364,0.648016095161438,-0.11670749634504318,0.9733760356903076
C,0.5492313504219055,0.3120284080505371,-0.14515137672424316,0.9946557283401489,0.4931223690509796,0.34171345829963684,0.13007567822933197,0.9899333119392395,0.4894651174545288,0.3404681086540222,-0.23108035326004028,0.9998634457588196,0.43965238332748413,0.6477780342102051,0.11471295356750488,0.9421311020851135,0.4439109265804291,0.6488760709762573,-0.1147596463561058,0.9722930192947388
C,0.5498629808425903,0.31218984723091125,-0.15370790660381317,0.994635283946991,0.4931827187538147,0.34191519021987915,0.12667539715766907,0.9899237751960754,0.48966217041015625,0.34064483642578125,-0.23299068212509155,0.9998518824577332,0.43968555331230164,0.6478025317192078,0.11286970973014832,0.9392847418785095,0.4440363347530365,0.6494187712669373,-0.11291045695543289,0.9704676866531372
C,0.5500295162200928,0.3126324415206909,-0.14978577196598053,0.9946004748344421,0.49298226833343506,0.3417821526527405,0.12677663564682007,0.9898204207420349,0.4902350604534149,0.3408448398113251,-0.22686518728733063,0.9998440146446228,0.43920573592185974,0.646043062210083,0.11084171384572983,0.9380455613136292,0.4449889361858368,0.6492547988891602,-0.11087778955698013,0.9694265723228455
C,0.5500569343566895,0.31266969442367554,-0.14934223890304565,0.9946461915969849,0.493026465177536,0.34174615144729614,0.12698523700237274,0.9897213578224182,0.4905027747154236,0.340847909450531,-0.22649484872817993,0.9998444318771362,0.4391031265258789,0.6456024050712585,0.11093508452177048,0.9383278489112854,0.4452191889286041,0.6489018201828003,-0.11097367107868195,0.9695686101913452
C,0.5500810742378235,0.3122403919696808,-0.15548335015773773,0.9948016405105591,0.49299323558807373,0.3410189747810364,0.1304330825805664,0.9895727038383484,0.4915229380130768,0.3407771587371826,-0.23161758482456207,0.9998464584350586,0.4386831521987915,0.6452747583389282,0.1142893135547638,0.939139723777771,0.4455575942993164,0.6486104130744934,-0.11436445266008377,0.970015823841095
C,0.5503795146942139,0.31252968311309814,-0.12320157885551453,0.9932316541671753,0.4927072525024414,0.34052279591560364,0.12954439222812653,0.9892487525939941,0.4917844533920288,0.3408513367176056,-0.23885679244995117,0.9998424053192139,0.43835753202438354,0.645296573638916,0.11518494039773941,0.9384931921958923,0.44563040137290955,0.6487851142883301,-0.11525097489356995,0.9695612788200378
C,0.5504178404808044,0.3133634030818939,-0.11275952309370041,0.99232417345047,0.49211937189102173,0.3399841785430908,0.13021135330200195,0.9889721870422363,0.4922574758529663,0.3416599929332733,-0.23804396390914917,0.9998424053192139,0.43760332465171814,0.6447054743766785,0.11571606248617172,0.9393945932388306,0.44493022561073303,0.648012638092041,-0.11576621979475021,0.9701417088508606
C,0.5504689812660217,0.3137754499912262,-0.101422518491745,0.991953432559967,0.49211931228637695,0.3398902416229248,0.13023601472377777,0.98906409740448,0.4923110008239746,0.3418895900249481,-0.2378588318824768,0.9998455047607422,0.4377845823764801,0.6445366144180298,0.11581693589687347,0.9397580623626709,0.4449196457862854,0.6475958824157715,-0.1158534586429596,0.9704590439796448
C,0.5505877137184143,0.31575870513916016,-0.11448612809181213,0.9919342398643494,0.4920356571674347,0.33996057510375977,0.1344691514968872,0.9891321659088135,0.4933631122112274,0.34258782863616943,-0.23604413866996765,0.9998477697372437,0.4371694326400757,0.6450375914573669,0.11721917241811752,0.941962718963623,0.44422030448913574,0.6476199626922607,-0.1172775849699974,0.971689760684967
C,0.5508642792701721,0.31822580099105835,-0.1408059448003769,0.9917949438095093,0.49176183342933655,0.34034761786460876,0.1336549073457718,0.9890331625938416,0.4939228594303131,0.3433552384376526,-0.2356567680835724,0.9998440146446228,0.4355745017528534,0.6452077031135559,0.11666754633188248,0.9439096450805664,0.44252586364746094,0.6479558348655701,-0.11673054099082947,0.9724668860435486
C,0.5509541034698486,0.31958460807800293,-0.16378569602966309,0.9923307299613953,0.49074485898017883,0.3402984142303467,0.13502547144889832,0.9889724850654602,0.49551936984062195,0.3455449044704437,-0.23586337268352509,0.9998376965522766,0.43325769901275635,0.6436589360237122,0.11751241236925125,0.9448696970939636,0.4421367943286896,0.6471635699272156,-0.11758089065551758,0.972809374332428
C,0.5511705279350281,0.32093366980552673,-0.17574839293956757,0.9930663108825684,0.4918225109577179,0.34314700961112976,0.1406157910823822,0.9890388250350952,0.495761513710022,0.34722232818603516,-0.2351299375295639,0.9998376369476318,0.43250882625579834,0.6443132758140564,0.11892124265432358,0.9441440105438232,0.4411333501338959,0.6479972004890442,-0.11896094679832458,0.9722938537597656
C,0.5517643094062805,0.3219858705997467,-0.13265125453472137,0.9928637742996216,0.4918222427368164,0.34370899200439453,0.14052274823188782,0.9891669154167175,0.4957207441329956,0.3472018241882324,-0.24047143757343292,0.9998364448547363,0.4322972595691681,0.6444882750511169,0.11961916834115982,0.9422233700752258,0.4398035407066345,0.6479900479316711,-0.11964825540781021,0.9711544513702393
C,0.5523096323013306,0.32443925738334656,-0.12292138487100601,0.9925724267959595,0.49130576848983765,0.34392833709716797,0.14583046734333038,0.9895086288452148,0.49569737911224365,0.34728458523750305,-0.24192595481872559,0.9998415112495422,0.4310983419418335,0.6447828412055969,0.12234506011009216,0.9412351250648499,0.43869850039482117,0.6480827331542969,-0.1223861500620842,0.9708285331726074
C,0.5526299476623535,0.3251023590564728,-0.13177037239074707,0.9930450320243835,0.49119436740875244,0.3439978361129761,0.14139927923679352,0.9899441003799438,0.49568238854408264,0.3475448489189148,-0.24424239993095398,0.9998500347137451,0.43148377537727356,0.6450468301773071,0.12253052741289139,0.9433344006538391,0.4388519823551178,0.6481145024299622,-0.12257279455661774,0.9721105694770813
C,0.5527212619781494,0.32603371143341064,-0.13143429160118103,0.9933525919914246,0.49118199944496155,0.3443426191806793,0.13909071683883667,0.9903876781463623,0.4954858422279358,0.3476545512676239,-0.2452680766582489,0.999857485294342,0.43180617690086365,0.6453818082809448,0.12250138819217682,0.944324791431427,0.4389151334762573,0.6480974555015564,-0.12253965437412262,0.9727019667625427
C,0.5527781248092651,0.3264067471027374,-0.12661077082157135,0.9932868480682373,0.49118101596832275,0.3445017635822296,0.13903750479221344,0.9905262589454651,0.4953002333641052,0.3476554751396179,-0.24492216110229492,0.9998594522476196,0.43194645643234253,0.6456401348114014,0.12246402353048325,0.9439650177955627,0.4389447867870331,0.648098349571228,-0.12249740958213806,0.9724693894386292
C,0.5527986884117126,0.3263268768787384,-0.1391100287437439,0.9936014413833618,0.4911278486251831,0.34478384256362915,0.13905848562717438,0.9906764030456543,0.4949086010456085,0.3476640284061432,-0.24317005276679993,0.9998624920845032,0.43226590752601624,0.64668208360672,0.12195955216884613,0.942840576171875,0.4389316439628601,0.6485736966133118,-0.12199345976114273,0.9721239805221558
C,0.5527269244194031,0.32662275433540344,-0.1373726725578308,0.9937042593955994,0.490753710269928,0.34499600529670715,0.13847710192203522,0.9907093644142151,0.4941001534461975,0.3473924994468689,-0.2404804825782776,0.9998664259910583,0.43229901790618896,0.6471097469329834,0.12099719047546387,0.9425771832466125,0.4388008117675781,0.6485876441001892,-0.12102675437927246,0.9722905158996582
C,0.5524794459342957,0.3270706236362457,-0.12619000673294067,0.993248462677002,0.490405410528183,0.34475260972976685,0.13737908005714417,0.9904714226722717,0.4936317205429077,0.3465854525566101,-0.24268364906311035,0.9998705387115479,0.4324260652065277,0.6469098925590515,0.12106246501207352,0.9415998458862305,0.4393090307712555,0.6484626531600952,-0.12109025567770004,0.9720767140388489
C,0.5521695613861084,0.3281800150871277,-0.12759630382061005,0.9931395649909973,0.49037185311317444,0.3444574773311615,0.1342737078666687,0.9904255270957947,0.4932131767272949,0.3462018370628357,-0.24261778593063354,0.9998734593391418,0.43255943059921265,0.6461870074272156,0.12012730538845062,0.9419806003570557,0.43990442156791687,0.647819995880127,-0.12015648931264877,0.9723000526428223
C,0.5519604682922363,0.32875749468803406,-0.11948546022176743,0.9927171468734741,0.4902249872684479,0.3440539836883545,0.13457666337490082,0.9903355240821838,0.4931814968585968,0.34598907828330994,-0.2437317669391632,0.9998748302459717,0.4323584735393524,0.6455064415931702,0.12018552422523499,0.9416408538818359,0.44009196758270264,0.6476309895515442,-0.1202140673995018,0.9721161723136902
C,0.551837682723999,0.3292248547077179,-0.09435674548149109,0.9903279542922974,0.48989465832710266,0.34389951825141907,0.13485656678676605,0.9901642799377441,0.4931645393371582,0.3458664119243622,-0.24821151793003082,0.9998762607574463,0.4323383569717407,0.6449899673461914,0.12134572118520737,0.9418253898620605,0.4405174255371094,0.6471194624900818,-0.12136319279670715,0.972020149230957
C,0.5516213178634644,0.3297298848628998,-0.09724435210227966,0.9882362484931946,0.48942831158638,0.34359291195869446,0.1336173564195633,0.9901257157325745,0.49305179715156555,0.34537243843078613,-0.24937298893928528,0.9998772144317627,0.43220704793930054,0.6439102292060852,0.12195118516683578,0.942179262638092,0.4407517910003662,0.6462423801422119,-0.12196934223175049,0.9720005393028259
C,0.5509535074234009,0.32883501052856445,-0.15832744538784027,0.9896789789199829,0.48942020535469055,0.34362173080444336,0.13286487758159637,0.9900535941123962,0.4928601086139679,0.34509286284446716,-0.2353118509054184,0.9998767375946045,0.4313453435897827,0.6443283557891846,0.11648757010698318,0.9426406621932983,0.43987950682640076,0.646636962890625,-0.11653292179107666,0.9721020460128784
C,0.550345242023468,0.3264446556568146,-0.17095625400543213,0.9911280274391174,0.48941516876220703,0.3436086177825928,0.1316535323858261,0.9900237321853638,0.4928531050682068,0.345027893781662,-0.23547159135341644,0.9998766183853149,0.43108034133911133,0.6448957324028015,0.11656411737203598,0.9445250034332275,0.4389967918395996,0.6468302011489868,-0.11661800742149353,0.9730020761489868
C,0.5500308871269226,0.32373225688934326,-0.18391036987304688,0.9918535351753235,0.4894140660762787,0.3436170220375061,0.13173803687095642,0.9901443123817444,0.4927966892719269,0.344910591840744,-0.23625585436820984,0.9998776912689209,0.43129852414131165,0.644900918006897,0.11653122305870056,0.9452717304229736,0.4389699697494507,0.6467255353927612,-0.11658050119876862,0.9733137488365173
C,0.5490267276763916,0.32049185037612915,-0.17557448148727417,0.992888867855072,0.4886695146560669,0.34299540519714355,0.13247093558311462,0.9902752041816711,0.4924967586994171,0.343423455953598,-0.23788708448410034,0.9998792409896851,0.4311237037181854,0.6446713209152222,0.11670027673244476,0.9466050267219543,0.4386797249317169,0.6463713645935059,-0.11674650758504868,0.9740599393844604
C,0.5475585460662842,0.3181776702404022,-0.17968660593032837,0.9938344359397888,0.4881998300552368,0.3429763615131378,0.13753589987754822,0.9905205965042114,0.4906593859195709,0.3409745693206787,-0.23094306886196136,0.9998782873153687,0.43159976601600647,0.6461462378501892,0.11576500535011292,0.9436104893684387,0.4385983645915985,0.646914005279541,-0.1157882884144783,0.9723359942436218
C,0.546680212020874,0.31709423661231995,-0.12594462931156158,0.9934436082839966,0.48792898654937744,0.3432137072086334,0.14027614891529083,0.9899867177009583,0.4870995879173279,0.33935868740081787,-0.23108285665512085,0.9998648762702942,0.433321088552475,0.6528711915016174,0.11504881829023361,0.9354082942008972,0.4386999309062958,0.6556087732315063,-0.11509251594543457,0.9684796333312988
C,0.5456646084785461,0.31570616364479065,-0.1092502623796463,0.9925304651260376,0.4877590537071228,0.3429352641105652,0.13978354632854462,0.9899083375930786,0.4861757457256317,0.33899807929992676,-0.23952051997184753,0.9998610019683838,0.435001015663147,0.6530284881591797,0.11589373648166656,0.9347238540649414,0.4394852817058563,0.6552748680114746,-0.11593376100063324,0.9681227803230286
C,0.5428339838981628,0.30971860885620117,-0.10780021548271179,0.9926438331604004,0.48862355947494507,0.3425390422344208,0.13955038785934448,0.9900584816932678,0.4830034673213959,0.334333211183548,-0.22708457708358765,0.9998637437820435,0.4392368495464325,0.6508805155754089,0.11504839360713959,0.9316616654396057,0.44075122475624084,0.6516075730323792,-0.11507882177829742,0.9671444296836853
C,0.539416491985321,0.30240777134895325,-0.1838196963071823,0.9937238097190857,0.4882090985774994,0.34182342886924744,0.1404648721218109,0.99021315574646,0.47944778203964233,0.3325093388557434,-0.22388368844985962,0.9998683929443359,0.4403921067714691,0.6527474522590637,0.11356443911790848,0.92684406042099,0.4415764808654785,0.653255820274353,-0.11356817185878754,0.9653707146644592
C,0.5385434031486511,0.3010796308517456,-0.17385032773017883,0.9945677518844604,0.4872978925704956,0.34121429920196533,0.14008164405822754,0.9907174110412598,0.4786398112773895,0.33275026082992554,-0.2202463001012802,0.9998708367347717,0.44055989384651184,0.6549263000488281,0.11211395263671875,0.925334632396698,0.442204087972641,0.655705451965332,-0.1120963767170906,0.9646937847137451
C,0.5376987457275391,0.30065786838531494,-0.18682463467121124,0.9949985146522522,0.48630523681640625,0.3409759998321533,0.13855309784412384,0.9910697340965271,0.4785301387310028,0.3328481614589691,-0.218926802277565,0.999873697757721,0.4412224590778351,0.6555648446083069,0.1114504486322403,0.9276512861251831,0.4430480897426605,0.6560603380203247,-0.1114383414387703,0.9657665491104126
C,0.5369317531585693,0.29865768551826477,-0.20697835087776184,0.995858371257782,0.4859059751033783,0.3408501148223877,0.13667219877243042,0.9917333722114563,0.4785301387310028,0.3327735960483551,-0.2148120403289795,0.9998834133148193,0.44292065501213074,0.65694659948349,0.11027903109788895,0.9337268471717834,0.4442548453807831,0.656951367855072,-0.1102619543671608,0.9685264229774475
C,0.5371068716049194,0.2986116409301758,-0.1969427615404129,0.9964510202407837,0.4860478937625885,0.34083354473114014,0.13530761003494263,0.9920563101768494,0.47858789563179016,0.33268168568611145,-0.21429237723350525,0.9998893141746521,0.4434584379196167,0.6564774513244629,0.10968068242073059,0.9370480179786682,0.44463974237442017,0.6562384366989136,-0.1096658706665039,0.9699631333351135
