right_knee_angle,left_knee_angle
132.56098166025706,82.00667253997437
128.64803877261502,74.16064610064947
128.32413693125534,73.56482814622836
128.46120890063492,73.54123698679601
127.5911018853588,71.95024253301342
127.5422107590558,71.28724025111273
127.66071712798146,69.89923212979136
127.70308416729613,69.42802946277001
127.78531531951484,68.71965964222771
127.83954308839716,68.62266408894234
128.52745903445984,69.04798856786971
128.90600974200396,69.42216940827113
129.65915958151618,70.80030593846753
129.78174035569842,71.18344700786311
132.02065713626868,83.59190868767004
126.0187755196362,77.64251621115115
125.46362911355548,75.1513108426505
124.606444156292,73.62181238997002
123.44943724384272,70.60935371924396
123.21253052293652,70.85125049606997
121.47901229371097,70.52063400487664
120.88887301940534,69.66382237508185
119.8400420869709,68.63170055800352
119.5752643134989,68.21231856614806
118.4894590958931,66.60300792861923
118.35583000162907,65.5885228308991
118.10940857127702,64.5013562747001
118.09753045124054,64.0709543648802
118.12377156254382,63.77474418331414
118.20336448716569,63.79486106349078
118.46716155963192,63.787470150448186
118.63320396262124,63.75104781221176
119.49674624633089,65.12562542376106
119.73264178831292,65.5310253866396
124.93870041261027,75.27690580782043
125.57516922898256,77.85250838072149
121.733060873801,68.41555596757095
120.12282301214204,64.90034887721048
119.46962358816975,63.60948533198976
118.12458305386264,61.60532780552293
118.1717428059012,61.955797810431896
117.47621176735912,61.60043301088922
116.8548166105282,61.11330330493252
116.99794568301787,60.99182536425944
116.8503708359892,60.71540671543915
116.8415940760029,61.092828850815394
116.86269224756433,61.33204628340858
116.91545040068208,61.55026255320318
117.03128030270584,62.34112439942885
117.10045998918088,62.66040648645546
119.26508342099312,65.07315743067323
120.3937050281128,66.10596567237799
122.95946390198772,70.19609691307097
122.98137475759054,70.80384192116352
123.42103979468676,74.79861049762957
119.5536561017294,65.4364252703874
118.585225393796,63.94571358366643
118.34321092753808,63.00571852777042
117.64619351332404,62.2809123202218
117.30086022263808,63.44171119214612
116.59467858497888,62.380356363748
116.04104569477477,61.94308006370383
115.3396296232109,61.18657512385506
115.37764238920865,61.20929485644385
115.47917717202604,61.52699373457607
115.57545896950182,61.7228099188239
115.88850918261336,61.92884541586093
116.05340724902835,61.978460289465445
117.76673241382628,63.94200688012868
118.48905209542085,64.83038592053687
121.14046236110408,67.98829748082633
121.72073921456096,68.67954372346165
124.14672427433538,72.40469812987818
126.93146163982736,76.75558478637416
121.11865286288062,64.2586555066045
119.71902433922432,63.47951136980424
119.851835895458,63.49271602791815
118.28222439233838,63.65685097831259
117.873358773875,63.12750902471261
117.40506965998684,62.60250544736816
117.22696148300275,62.29523165562067
117.0486981030489,61.88115572717708
116.83774715325538,61.79259342665413
116.69015107460729,61.8948900882009
116.76262813467568,61.9179995856503
117.13656082055824,62.07841598903401
117.251063801792,62.1743306442757
117.8824623602412,62.69965699240973
118.7876630952704,63.734631994680775
119.94824970367196,64.65952208571846
123.68356163700275,70.86045948933325
120.72155746692412,68.33059920285997
115.1812842875375,63.44368802549724
114.59965710836003,63.36652505031476
114.17849793611336,63.49035890063217
113.53016091139392,63.41704491343511
113.42186613397934,63.05424347421132
113.15849553920928,62.92310381275647
113.2226345156617,63.067582545134265
113.17617247178924,62.89816532071351
113.11001502398656,62.91527389435432
113.16837815520957,63.31959684212829
113.6890148791779,63.5349218883859
116.68199156487124,67.40500871319838
117.91485545661368,69.25125644641437
121.22543692640386,72.92642166391688
121.5801876610098,73.27459323700398
124.7783817292241,76.29182695230243
119.4462845911653,69.39417072205333
115.612566142309,66.06081951164037
114.55150534066888,66.79762080093076
114.01144714569476,67.12791946377556
113.83544259975372,66.93040342887141
113.60519736355768,66.29050702362278
113.01744106780546,65.75504877174016
112.69235049920442,65.54343790576188
111.8781669895545,65.3999468101847
111.4543250041639,65.35893500540915
111.17363166837774,65.6109234271408
111.33328049410068,65.68960179229217
111.00889599515024,65.90678097980506
111.15476309962897,66.02711613989717
111.29755150140237,66.15124001328707
111.7050736130142,66.28757504365255
113.3741213439332,67.54469826541707
113.97984889152735,68.24998102386239
118.72730062724467,73.11541127620202
118.93509171472633,74.48552354880573
121.95784842764373,78.73695511475641
121.83947889080407,79.33976352747588
123.0504405984618,83.42239630961431
125.38040694306208,86.06078732877427
125.27599992635056,86.38017591660227
130.900260695895,96.10707225524312
120.17931898266906,71.61253289127957
119.65972977086132,71.59037382286141
119.79993776384288,72.73624692103013
119.80962520185172,73.34466713260773
120.10867928393694,75.19512625416219
120.3148120746439,76.0674257501385
122.38253009355608,81.80736387990835
122.71705485846708,82.67727036221645
124.46035124875569,84.87860935931667
126.01396659639484,87.58381846895816
125.94121854198818,87.52177897653146
127.30661722240302,89.16221658575022
128.75413132470666,90.2916287741952
129.19568342876204,90.45697055230488
129.16524359446063,91.78857151475732
128.97807464664692,92.230360424571
