angle,label
82.00667253997437,left_knee
74.16064610064947,left_knee
73.56482814622836,left_knee
73.54123698679601,left_knee
71.95024253301342,left_knee
71.28724025111273,left_knee
69.89923212979136,left_knee
69.42802946277001,left_knee
68.71965964222771,left_knee
68.62266408894234,left_knee
69.04798856786971,left_knee
69.42216940827113,left_knee
70.80030593846753,left_knee
71.18344700786311,left_knee
83.59190868767004,left_knee
77.64251621115115,left_knee
75.1513108426505,left_knee
73.62181238997002,left_knee
70.60935371924396,left_knee
70.85125049606997,left_knee
70.52063400487664,left_knee
69.66382237508185,left_knee
68.63170055800352,left_knee
68.21231856614806,left_knee
66.60300792861923,left_knee
65.5885228308991,left_knee
64.5013562747001,left_knee
64.0709543648802,left_knee
63.77474418331414,left_knee
63.79486106349078,left_knee
63.787470150448186,left_knee
63.75104781221176,left_knee
65.12562542376106,left_knee
65.5310253866396,left_knee
75.27690580782043,left_knee
77.85250838072149,left_knee
68.41555596757095,left_knee
64.90034887721048,left_knee
63.60948533198976,left_knee
61.60532780552293,left_knee
61.955797810431896,left_knee
61.60043301088922,left_knee
61.11330330493252,left_knee
60.99182536425944,left_knee
60.71540671543915,left_knee
61.092828850815394,left_knee
61.33204628340858,left_knee
61.55026255320318,left_knee
62.34112439942885,left_knee
62.66040648645546,left_knee
65.07315743067323,left_knee
66.10596567237799,left_knee
70.19609691307097,left_knee
70.80384192116352,left_knee
74.79861049762957,left_knee
65.4364252703874,left_knee
63.94571358366643,left_knee
63.00571852777042,left_knee
62.2809123202218,left_knee
63.44171119214612,left_knee
62.380356363748,left_knee
61.94308006370383,left_knee
61.18657512385506,left_knee
61.20929485644385,left_knee
61.52699373457607,left_knee
61.7228099188239,left_knee
61.92884541586093,left_knee
61.978460289465445,left_knee
63.94200688012868,left_knee
64.83038592053687,left_knee
67.98829748082633,left_knee
68.67954372346165,left_knee
72.40469812987818,left_knee
76.75558478637416,left_knee
64.2586555066045,left_knee
63.47951136980424,left_knee
63.49271602791815,left_knee
63.65685097831259,left_knee
63.12750902471261,left_knee
62.60250544736816,left_knee
62.29523165562067,left_knee
61.88115572717708,left_knee
61.79259342665413,left_knee
61.8948900882009,left_knee
61.9179995856503,left_knee
62.07841598903401,left_knee
62.1743306442757,left_knee
62.69965699240973,left_knee
63.734631994680775,left_knee
64.65952208571846,left_knee
70.86045948933325,left_knee
68.33059920285997,left_knee
63.44368802549724,left_knee
63.36652505031476,left_knee
63.49035890063217,left_knee
63.41704491343511,left_knee
63.05424347421132,left_knee
62.92310381275647,left_knee
63.067582545134265,left_knee
62.89816532071351,left_knee
62.91527389435432,left_knee
63.31959684212829,left_knee
63.5349218883859,left_knee
67.40500871319838,left_knee
69.25125644641437,left_knee
72.92642166391688,left_knee
73.27459323700398,left_knee
76.29182695230243,left_knee
69.39417072205333,left_knee
66.06081951164037,left_knee
66.79762080093076,left_knee
67.12791946377556,left_knee
66.93040342887141,left_knee
66.29050702362278,left_knee
65.75504877174016,left_knee
65.54343790576188,left_knee
65.3999468101847,left_knee
65.35893500540915,left_knee
65.6109234271408,left_knee
65.68960179229217,left_knee
65.90678097980506,left_knee
66.02711613989717,left_knee
66.15124001328707,left_knee
66.28757504365255,left_knee
67.54469826541707,left_knee
68.24998102386239,left_knee
73.11541127620202,left_knee
74.48552354880573,left_knee
78.73695511475641,left_knee
79.33976352747588,left_knee
83.42239630961431,left_knee
86.06078732877427,left_knee
86.38017591660227,left_knee
96.10707225524312,left_knee
71.61253289127957,left_knee
71.59037382286141,left_knee
72.73624692103013,left_knee
73.34466713260773,left_knee
75.19512625416219,left_knee
76.0674257501385,left_knee
81.80736387990835,left_knee
82.67727036221645,left_knee
84.87860935931667,left_knee
87.58381846895816,left_knee
87.52177897653146,left_knee
89.16221658575022,left_knee
90.2916287741952,left_knee
90.45697055230488,left_knee
91.78857151475732,left_knee
92.230360424571,left_knee
92.6773440988272,left_knee
92.69832084917468,left_knee
92.542352391513,left_knee
91.70651714607438,left_knee
90.71750892932714,left_knee
90.2040147442356,left_knee
88.62304578198011,left_knee
87.5260919348872,left_knee
86.60915552844173,left_knee
84.07994887995174,left_knee
83.55497169522795,left_knee
82.05698769661802,left_knee
81.10656194167042,left_knee
80.70937205239551,left_knee
80.27619334520224,left_knee
80.2045873150375,left_knee
80.28978666425581,left_knee
80.31447320980627,left_knee
80.31503428975626,left_knee
80.292951533694,left_knee
80.27913884600133,left_knee
81.41461990680328,left_knee
83.48826044634176,left_knee
85.42176372594379,left_knee
86.27141790014585,left_knee
87.24714883739041,left_knee
87.59710905078055,left_knee
88.58544867958499,left_knee
88.91161785532368,left_knee
89.72989851246678,left_knee
90.04957546386092,left_knee
90.46232206415536,left_knee
90.46167859914192,left_knee
90.47339296325592,left_knee
90.5157240863494,left_knee
89.85277399354335,left_knee
89.1174646670983,left_knee
87.33185821418587,left_knee
85.57956841146617,left_knee
85.02314779968738,left_knee
84.44681269769826,left_knee
84.25214348549108,left_knee
83.41645363554615,left_knee
82.73577917519766,left_knee
82.48115433929749,left_knee
81.76205790558284,left_knee
81.39534152074557,left_knee
80.77084284036756,left_knee
80.6930844105898,left_knee
80.5791874427252,left_knee
80.48161995485171,left_knee
80.36222803167618,left_knee
80.32500166486335,left_knee
80.3687682113172,left_knee
80.4554062446782,left_knee
83.81272756421583,left_knee
84.65180048485901,left_knee
86.2472097422749,left_knee
86.52220623954231,left_knee
87.4857538758089,left_knee
87.83317406866904,left_knee
87.88476116980637,left_knee
87.8639291031117,left_knee
87.81775180077304,left_knee
87.78189411230413,left_knee
87.7474542085303,left_knee
87.726951626623,left_knee
87.2244453061654,left_knee
85.1860367604017,left_knee
83.22027069705075,left_knee
82.46065535628668,left_knee
81.2402433001442,left_knee
80.32940562589862,left_knee
79.91154909165579,left_knee
78.57951791862249,left_knee
77.9656781726266,left_knee
77.01497808646988,left_knee
76.82824512078966,left_knee
76.60889336274805,left_knee
76.54953318295776,left_knee
76.57299900432555,left_knee
76.6761202236895,left_knee
76.90445428782186,left_knee
77.06208670066687,left_knee
77.84025063071253,left_knee
78.28364599099537,left_knee
80.26558468264975,left_knee
81.25422469645373,left_knee
83.87156829799258,left_knee
84.90276448436013,left_knee
85.00495066669286,left_knee
85.06301040007477,left_knee
85.03114299641936,left_knee
84.75070386272739,left_knee
84.34588310959458,left_knee
83.81698218561715,left_knee
83.48840712524819,left_knee
82.67635656670653,left_knee
82.3172755034261,left_knee
80.71801801110426,left_knee
80.00935255058526,left_knee
78.18153310256987,left_knee
77.84789528930914,left_knee
77.52467181834203,left_knee
77.28736553092949,left_knee
76.89138487370823,left_knee
76.58269996863116,left_knee
76.1183611623834,left_knee
76.00533432790105,left_knee
76.18187844649438,left_knee
76.3345859959887,left_knee
76.67447853559932,left_knee
76.76951645409703,left_knee
76.94434812763049,left_knee
78.08625132287656,left_knee
79.08564392775908,left_knee
80.28925532573582,left_knee
82.09455940111786,left_knee
82.77062534958446,left_knee
83.58170212597331,left_knee
83.76708097646828,left_knee
84.63250987939806,left_knee
84.65693316667527,left_knee
84.62686392355877,left_knee
84.42707071197744,left_knee
84.19917528065676,left_knee
84.13561864676917,left_knee
82.95027597731186,left_knee
82.28149683555432,left_knee
80.62182295327618,left_knee
80.02667251870356,left_knee
78.09229973429493,left_knee
77.76732165672468,left_knee
77.34426080118008,left_knee
76.86995377960123,left_knee
76.49034732783034,left_knee
76.23862736639143,left_knee
76.0111351706739,left_knee
76.0154100299491,left_knee
75.94392158100143,left_knee
75.93172079446397,left_knee
75.9967141498604,left_knee
76.02997871767502,left_knee
76.46190107162238,left_knee
77.79665492708327,left_knee
78.10264734116568,left_knee
79.64783178606802,left_knee
81.7398373012604,left_knee
82.89359728171551,left_knee
83.30244060711362,left_knee
83.70290695614128,left_knee
83.8853480450368,left_knee
84.15625858754198,left_knee
84.25106842967017,left_knee
84.10685743112494,left_knee
84.06618942162089,left_knee
83.32384962402385,left_knee
82.92891125550894,left_knee
82.49598938741785,left_knee
81.37963290836859,left_knee
78.61165119610942,left_knee
77.68246443698524,left_knee
76.57646692523299,left_knee
76.182778157765,left_knee
75.89438129356361,left_knee
75.78578632871294,left_knee
75.62546604923604,left_knee
75.58058552789099,left_knee
75.4996270877933,left_knee
75.47705661575056,left_knee
75.46188661024176,left_knee
75.47405547349186,left_knee
75.81512023535024,left_knee
76.04000238158211,left_knee
78.85282810936363,left_knee
79.23429623337317,left_knee
81.25473748662556,left_knee
81.89014170683043,left_knee
82.1990111430434,left_knee
82.46611442495693,left_knee
83.08701151915176,left_knee
83.49600520486213,left_knee
83.92061128224468,left_knee
84.01976259737633,left_knee
83.99568510199343,left_knee
83.97809751453376,left_knee
83.73023769795199,left_knee
82.18527168690808,left_knee
80.89540535024936,left_knee
79.83961455583322,left_knee
78.62406540180069,left_knee
78.24396379209244,left_knee
78.01279254524405,left_knee
