label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
C,0.7191429138183594,0.6033322811126709,-0.35222867131233215,0.999914824962616,0.6780640482902527,0.4839616119861603,-0.16510988771915436,0.9988541603088379,0.5843068361282349,0.5205619931221008,-0.4177778363227844,0.9980512261390686,0.6655160188674927,0.7190065383911133,-0.1426035314798355,0.7408015131950378,0.5790168046951294,0.8150352239608765,-0.4640882611274719,0.9792418479919434,0.719280481338501,0.8059074282646179,-0.29528704285621643,0.9136669635772705,0.6999306082725525,0.8111282587051392,-0.4885576367378235,0.9714580178260803,0.45637398958206177,0.5050546526908875,0.093624047935009,0.9989451766014099,0.406913161277771,0.5245507955551147,-0.09354528039693832,0.9995805621147156,0.3619009852409363,0.5359448790550232,0.39801016449928284,0.5150982141494751,0.3139256238937378,0.5495113134384155,0.20114605128765106,0.9747087359428406,0.2830628454685211,0.5360311269760132,0.7114220857620239,0.7418769001960754,0.22004038095474243,0.5458666086196899,0.4715161621570587,0.9832301735877991,0.26909562945365906,0.5145128965377808,0.7458696961402893,0.8024666905403137,0.20151172578334808,0.5224841833114624,0.4948975443840027,0.9713941216468811,0.2779194414615631,0.6223053932189941,0.7390265464782715,0.8895015716552734,0.2322102189064026,0.6450738906860352,0.4331924617290497,0.9725837707519531
C,0.7181546092033386,0.6041646599769592,-0.3632589280605316,0.9999344944953918,0.6778865456581116,0.4820755422115326,-0.17287909984588623,0.998943030834198,0.584858238697052,0.5198872685432434,-0.4217534363269806,0.9984126687049866,0.6660642027854919,0.7144291996955872,-0.14738474786281586,0.7210178971290588,0.5785598158836365,0.8172541856765747,-0.4674240052700043,0.9777593612670898,0.7182255387306213,0.8039140105247498,-0.30180829763412476,0.8904680609703064,0.6973417401313782,0.8149403929710388,-0.49029338359832764,0.9698306918144226,0.45692282915115356,0.5056136846542358,0.09136862307786942,0.9991141557693481,0.4074085056781769,0.5258641242980957,-0.09128060936927795,0.9996833801269531,0.3649030327796936,0.538332998752594,0.4219006896018982,0.579652726650238,0.3082115948200226,0.5545069575309753,0.17190152406692505,0.9782300591468811,0.2773859202861786,0.5406934022903442,0.7545836567878723,0.7901358604431152,0.2125285267829895,0.5509566068649292,0.4015584886074066,0.9866915345191956,0.2615879476070404,0.5186590552330017,0.7905775308609009,0.8452469706535339,0.19219405949115753,0.5260793566703796,0.4199930429458618,0.9774063229560852,0.2694505453109741,0.6264586448669434,0.7856866121292114,0.9022183418273926,0.21376992762088776,0.6529261469841003,0.3470954895019531,0.9770034551620483
C,0.7183175086975098,0.6042312979698181,-0.3613603115081787,0.9999375939369202,0.6778284311294556,0.48207470774650574,-0.17192357778549194,0.9989388585090637,0.5852025747299194,0.5190674662590027,-0.4177817106246948,0.9984843134880066,0.6660768985748291,0.7120155692100525,-0.14632153511047363,0.7179936766624451,0.5785364508628845,0.8174417018890381,-0.46306559443473816,0.9780170321464539,0.7181549072265625,0.8037795424461365,-0.3001251518726349,0.8865904808044434,0.6959390044212341,0.8161532878875732,-0.4859352707862854,0.9696757793426514,0.4572131633758545,0.5055330395698547,0.09132619947195053,0.9991281032562256,0.40798425674438477,0.5258446931838989,-0.09123891592025757,0.9996997714042664,0.36487677693367004,0.5389085412025452,0.413449227809906,0.5950570702552795,0.3085540533065796,0.5560622811317444,0.17699450254440308,0.979646623134613,0.27593934535980225,0.5417365431785583,0.7364758849143982,0.8014480471611023,0.21180479228496552,0.5527098774909973,0.41849350929260254,0.9876184463500977,0.2592189610004425,0.5197914838790894,0.7714304327964783,0.8528985977172852,0.19247953593730927,0.5269299745559692,0.4384421706199646,0.9786201119422913,0.26857349276542664,0.6271171569824219,0.7654048204421997,0.9060872197151184,0.21426522731781006,0.6538043022155762,0.36776411533355713,0.9782979488372803
C,0.7184819579124451,0.6044296622276306,-0.3597877323627472,0.9999366998672485,0.6778115034103394,0.4821309447288513,-0.17126691341400146,0.9989150762557983,0.585456132888794,0.5182640552520752,-0.417085736989975,0.9984639286994934,0.6660836338996887,0.712054967880249,-0.1461005061864853,0.716995120048523,0.5785394906997681,0.8180221319198608,-0.46200868487358093,0.977916419506073,0.7181459665298462,0.8038530945777893,-0.3000148832798004,0.8852575421333313,0.6954385638237,0.8168955445289612,-0.4844058156013489,0.9693989753723145,0.4577344059944153,0.5055050849914551,0.09141113609075546,0.9991194605827332,0.40844833850860596,0.5256321430206299,-0.0913250520825386,0.9996981620788574,0.3648742735385895,0.5395071506500244,0.40435218811035156,0.5990870594978333,0.3104857802391052,0.5566267371177673,0.1849765032529831,0.980007529258728,0.27582359313964844,0.5424777865409851,0.7223434448242188,0.8050258755683899,0.2119414508342743,0.5530778169631958,0.4431312680244446,0.987963855266571,0.2590447962284088,0.5207749009132385,0.7568792104721069,0.8549386262893677,0.19398823380470276,0.5270371437072754,0.46495839953422546,0.9789642691612244,0.2687894403934479,0.6273272037506104,0.7484735250473022,0.9071640372276306,0.21615572273731232,0.6537885069847107,0.39750969409942627,0.9787315130233765
C,0.7185537219047546,0.6045207381248474,-0.35721465945243835,0.9999350905418396,0.6777185797691345,0.4826492369174957,-0.16879227757453918,0.9988842010498047,0.5855532288551331,0.5179535746574402,-0.4158695340156555,0.9984171390533447,0.6658143401145935,0.7126387357711792,-0.14498133957386017,0.7151564955711365,0.5785578489303589,0.8188769221305847,-0.4603782296180725,0.9775866270065308,0.7181428670883179,0.8042201399803162,-0.2994322180747986,0.8836854696273804,0.6952832341194153,0.8176062107086182,-0.4815208613872528,0.9690250754356384,0.45777854323387146,0.5057998299598694,0.09148385375738144,0.9991035461425781,0.4084407687187195,0.5256741642951965,-0.09139715880155563,0.9996903538703918,0.36501970887184143,0.5406664609909058,0.3996501564979553,0.5985115766525269,0.31176844239234924,0.5571420192718506,0.19148892164230347,0.9798352718353271,0.2758112847805023,0.5430389046669006,0.7149327993392944,0.8048602938652039,0.2124502807855606,0.5532517433166504,0.4557931423187256,0.9879748821258545,0.25914016366004944,0.521510899066925,0.7492978572845459,0.8545196056365967,0.19593274593353271,0.5270350575447083,0.478249192237854,0.9788650274276733,0.2689456641674042,0.6275767683982849,0.7407470345497131,0.9066433906555176,0.21904069185256958,0.6537628173828125,0.41235458850860596,0.9786697030067444
C,0.7185508012771606,0.6046223044395447,-0.3548339009284973,0.9999271631240845,0.6776391863822937,0.4836110472679138,-0.16611510515213013,0.9987805485725403,0.5856701135635376,0.5178641080856323,-0.4144892394542694,0.9982509613037109,0.6655659079551697,0.7128602862358093,-0.14324863255023956,0.7058704495429993,0.5786955952644348,0.8205369114875793,-0.459676057100296,0.9772005081176758,0.7181001901626587,0.8044546842575073,-0.29790300130844116,0.8798937797546387,0.695141613483429,0.8191957473754883,-0.4795500338077545,0.9681894183158875,0.457791268825531,0.5062675476074219,0.09202350676059723,0.9990195631980896,0.4081629514694214,0.5268229842185974,-0.09194726496934891,0.9996441602706909,0.36531588435173035,0.5430843830108643,0.3917139768600464,0.5754892230033875,0.3139035403728485,0.5579699277877808,0.19998358190059662,0.977972149848938,0.2759101390838623,0.5434570908546448,0.700231671333313,0.7896291017532349,0.21433813869953156,0.5533381700515747,0.469839483499527,0.9871259927749634,0.25933006405830383,0.5218186974525452,0.7338626384735107,0.8424508571624756,0.1977059692144394,0.5263063907623291,0.49301791191101074,0.9772263169288635,0.26980650424957275,0.6276642680168152,0.7250420451164246,0.9013676643371582,0.22459252178668976,0.6534313559532166,0.42953383922576904,0.9773722887039185
C,0.7184640765190125,0.6046521663665771,-0.35497552156448364,0.999922513961792,0.6776179671287537,0.4840814769268036,-0.16611412167549133,0.9987359642982483,0.585674524307251,0.5179567337036133,-0.4148351848125458,0.9981774091720581,0.6653599143028259,0.7128314971923828,-0.14309069514274597,0.7011196613311768,0.5787219405174255,0.8208246827125549,-0.4605525732040405,0.9771813154220581,0.7178972959518433,0.8044471144676208,-0.29785510897636414,0.8785973191261292,0.6949860453605652,0.819595456123352,-0.48003026843070984,0.9678943157196045,0.45769739151000977,0.5063433647155762,0.09230484068393707,0.9989883899688721,0.40802761912345886,0.527341365814209,-0.09223797917366028,0.9996243119239807,0.3651629388332367,0.5439187288284302,0.39111560583114624,0.5632856488227844,0.31440067291259766,0.5580534338951111,0.20117974281311035,0.9770469069480896,0.2759741246700287,0.5435064435005188,0.6980044841766357,0.781178891658783,0.2150212675333023,0.5532160997390747,0.47127386927604675,0.98658287525177,0.259429395198822,0.521830141544342,0.7313877940177917,0.8355870246887207,0.1976669877767563,0.5259299278259277,0.494491308927536,0.9762688875198364,0.2704433798789978,0.6276597380638123,0.7221041321754456,0.8986526131629944,0.22621598839759827,0.6530651450157166,0.4314571022987366,0.9766302108764648
C,0.7183709144592285,0.6046813726425171,-0.3550775349140167,0.9999183416366577,0.6775780916213989,0.4843461811542511,-0.16588301956653595,0.9986965656280518,0.5856837630271912,0.5182299017906189,-0.4150103032588959,0.9981231689453125,0.6653439998626709,0.7115399241447449,-0.14204466342926025,0.695942223072052,0.5788145661354065,0.8211422562599182,-0.4608190059661865,0.9772965312004089,0.7177409529685974,0.804423987865448,-0.29744482040405273,0.8763890862464905,0.6948760151863098,0.8199008107185364,-0.48028457164764404,0.9677336812019348,0.4572771191596985,0.5063674449920654,0.09263405203819275,0.998967707157135,0.4077240824699402,0.5279399156570435,-0.09257806837558746,0.9996087551116943,0.3644576370716095,0.544245183467865,0.3905699551105499,0.5504120588302612,0.3147951066493988,0.5580794215202332,0.2021629810333252,0.9761183261871338,0.2760007083415985,0.543534517288208,0.6957133412361145,0.7722811698913574,0.2151852399110794,0.5529313683509827,0.47252705693244934,0.9860767126083374,0.2594928443431854,0.5217723846435547,0.7288872003555298,0.8288667798042297,0.19735997915267944,0.5257144570350647,0.49580785632133484,0.9755232930183411,0.270864337682724,0.6276108026504517,0.7196164727210999,0.8957049250602722,0.22736208140850067,0.6526169180870056,0.43345239758491516,0.9759742617607117
C,0.7182617783546448,0.6047153472900391,-0.35506442189216614,0.9999152421951294,0.6775540113449097,0.48457589745521545,-0.16578742861747742,0.9986658096313477,0.5857091546058655,0.5184133052825928,-0.41491061449050903,0.998076856136322,0.6653307676315308,0.7110320925712585,-0.14169096946716309,0.6924905776977539,0.5788830518722534,0.8213242888450623,-0.46085262298583984,0.9774925112724304,0.7177307605743408,0.8044381737709045,-0.2970587909221649,0.8751513361930847,0.6948667168617249,0.8201938271522522,-0.4803033173084259,0.9677169919013977,0.4571312963962555,0.5064041018486023,0.09267845749855042,0.9989547729492188,0.40763363242149353,0.5282514691352844,-0.09262546896934509,0.9995970129966736,0.36412590742111206,0.5446829199790955,0.3891719579696655,0.5419862866401672,0.315198689699173,0.5581084489822388,0.20186778903007507,0.9755144715309143,0.27603843808174133,0.5435559153556824,0.6926482319831848,0.7665171027183533,0.2154010832309723,0.5526819229125977,0.47137799859046936,0.9857258200645447,0.25961238145828247,0.5217602252960205,0.7256250977516174,0.8241118788719177,0.19725467264652252,0.5256632566452026,0.49451690912246704,0.9749919176101685,0.27110350131988525,0.6276098489761353,0.7165836095809937,0.8938291072845459,0.22846488654613495,0.652105450630188,0.43133947253227234,0.9755454659461975
C,0.7187767624855042,0.6059523820877075,-0.3500312864780426,0.9999106526374817,0.6778181195259094,0.4851573705673218,-0.16354279220104218,0.9986393451690674,0.5858522653579712,0.5184357166290283,-0.4134189188480377,0.9980324506759644,0.6657135486602783,0.7104690670967102,-0.13953503966331482,0.6954945921897888,0.578956663608551,0.8216526508331299,-0.4603673219680786,0.9780070185661316,0.7176994681358337,0.8044049739837646,-0.29373401403427124,0.8788692951202393,0.6947812438011169,0.8202352523803711,-0.4817620515823364,0.9685731530189514,0.4568416476249695,0.5066729784011841,0.09287819266319275,0.9989306330680847,0.40806666016578674,0.5278750061988831,-0.09282573312520981,0.999580442905426,0.3638433814048767,0.5455445051193237,0.3880826532840729,0.5373225808143616,0.31545862555503845,0.5581599473953247,0.19876204431056976,0.9754678606987,0.2759537696838379,0.5447350144386292,0.6918177008628845,0.7640836834907532,0.21589837968349457,0.5523742437362671,0.4631887376308441,0.9857198596000671,0.25969433784484863,0.5231669545173645,0.7248265147209167,0.8214643001556396,0.19704575836658478,0.5256752371788025,0.485593318939209,0.9750202298164368,0.2710523307323456,0.6284536123275757,0.7158330678939819,0.8943798542022705,0.22884297370910645,0.6515321731567383,0.4222923815250397,0.9755842089653015
